movie_id,avg_ratings,count
50,4.3584905660377355,583
258,3.8035363457760316,509
100,4.155511811023622,508
181,4.007889546351085,507
294,3.156701030927835,485
286,3.656964656964657,481
288,3.4414225941422596,478
1,3.8783185840707963,452
300,3.6310904872389793,431
121,3.438228438228438,429
174,4.252380952380952,420
127,4.283292978208232,413
56,4.060913705583756,394
7,3.798469387755102,392
98,4.28974358974359,390
237,3.7109375,384
117,3.693121693121693,378
172,4.204359673024523,367
222,3.66027397260274,365
313,4.2457142857142856,350
204,3.834285714285714,350
405,3.313953488372093,344
79,4.044642857142857,336
210,3.930513595166163,331
151,3.6319018404907975,326
173,4.172839506172839,324
69,3.853582554517134,321
748,3.1234177215189876,316
168,4.0664556962025316,316
269,3.926984126984127,315
257,3.745874587458746,303
195,3.9335548172757475,301
423,3.8333333333333335,300
9,3.8963210702341136,299
276,3.697986577181208,298
318,4.466442953020135,298
22,4.151515151515151,297
302,4.161616161616162,297
328,3.4237288135593222,295
96,4.0067796610169495,295
25,3.4436860068259385,293
118,3.2150170648464163,293
15,3.7781569965870307,293
183,4.034364261168385,291
216,3.910344827586207,290
176,3.9471830985915495,284
64,4.445229681978798,283
202,3.7642857142857142,280
234,3.775,280
191,4.163043478260869,276
28,3.931159420289855,276
89,4.138181818181818,275
111,3.485294117647059,272
275,4.0111940298507465,268
12,4.385767790262173,267
742,3.644194756554307,267
357,4.291666666666667,264
82,3.7203065134099615,261
135,3.969111969111969,259
289,2.9806949806949805,259
238,3.875,256
97,3.79296875,256
268,3.792156862745098,255
546,3.031496062992126,254
70,3.6613545816733066,251
333,3.593625498007968,251
186,3.8366533864541834,251
196,3.9163346613545817,251
475,3.884,250
153,3.785425101214575,247
132,4.0772357723577235,246
228,3.8155737704918034,244
125,3.557377049180328,244
144,3.8724279835390947,243
483,4.45679012345679,243
194,4.058091286307054,241
323,2.933333333333333,240
245,3.1083333333333334,240
197,4.104602510460251,239
185,4.100418410041841,239
11,3.847457627118644,236
282,3.685344827586207,232
496,4.121212121212121,231
568,3.6478260869565218,230
301,3.3043478260869565,230
265,3.8634361233480177,227
655,3.881057268722467,227
182,3.9513274336283186,226
273,3.569506726457399,223
143,3.765765765765766,222
180,4.04524886877828,221
179,3.909502262443439,221
471,3.6108597285067874,221
161,3.481818181818182,220
71,3.7818181818181817,220
95,3.8127853881278537,219
8,3.9954337899543377,219
427,4.292237442922374,219
678,2.808219178082192,219
322,3.0871559633027523,218
